## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1020_merged.bam] OUTPUT=SCCA1020_merged_dedup.bam METRICS_FILE=SCCA1020_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:15 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	13522407	89858762	1429856	12962604	2863045	4840379	382915	0.064913	867956376

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
64.0	10.19551	27	0	30
65.0	10.196841	39	0	40
66.0	10.198041	24	0	20
67.0	10.199123	31	0	28
68.0	10.200099	31	0	34
69.0	10.200979	31	0	31
70.0	10.201772	27	0	24
71.0	10.202487	21	0	22
72.0	10.203132	25	0	24
73.0	10.203713	19	0	18
74.0	10.204238	21	0	20
75.0	10.20471	13	0	13
76.0	10.205136	26	0	24
77.0	10.205521	10	0	11
78.0	10.205867	7	0	6
79.0	10.20618	8	0	8
80.0	10.206461	17	0	18
81.0	10.206715	9	0	7
82.0	10.206944	5	0	6
83.0	10.207151	8	0	10
84.0	10.207337	10	0	11
85.0	10.207505	18	0	22
86.0	10.207656	16	0	11
87.0	10.207793	7	0	6
88.0	10.207916	12	0	15
89.0	10.208026	11	0	11
90.0	10.208127	14	0	14
91.0	10.208217	11	0	7
92.0	10.208298	6	0	6
93.0	10.208371	6	0	7
94.0	10.208437	6	0	5
95.0	10.208497	3	0	4
96.0	10.208551	7	0	8
97.0	10.208599	6	0	4
98.0	10.208643	8	0	7
99.0	10.208682	6	0	6
100.0	10.208718	4	0	3
101.0	0	3	0	5
102.0	0	3	0	2
103.0	0	5	0	7
104.0	0	5	0	6
105.0	0	4	0	3
106.0	0	9	0	8
107.0	0	6	0	7
108.0	0	4	0	1
109.0	0	2	0	3
110.0	0	5	0	4
111.0	0	4	0	5
112.0	0	2	0	3
114.0	0	4	0	3
115.0	0	3	0	4
116.0	0	3	0	3
117.0	0	4	0	3
118.0	0	2	0	3
119.0	0	4	0	3
120.0	0	5	0	5
121.0	0	3	0	5
122.0	0	2	0	2
123.0	0	2	0	0
124.0	0	3	0	3
125.0	0	3	0	2
126.0	0	3	0	3
128.0	0	1	0	4
129.0	0	5	0	3
130.0	0	2	0	2
131.0	0	3	0	4
132.0	0	3	0	1
133.0	0	1	0	1
135.0	0	1	0	3
136.0	0	2	0	0
137.0	0	3	0	3
138.0	0	0	0	2
139.0	0	3	0	2
140.0	0	1	0	2
141.0	0	2	0	1
142.0	0	2	0	1
143.0	0	1	0	3
144.0	0	2	0	1
145.0	0	2	0	1
149.0	0	1	0	1
153.0	0	1	0	1
154.0	0	1	0	1
157.0	0	0	0	1
159.0	0	1	0	0
160.0	0	1	0	1
161.0	0	0	0	1
162.0	0	1	0	0
164.0	0	1	0	1
167.0	0	1	0	1
170.0	0	1	0	1
173.0	0	0	0	1
174.0	0	0	0	1
175.0	0	1	0	1
176.0	0	2	0	1
177.0	0	1	0	0
181.0	0	1	0	1
190.0	0	1	0	2
192.0	0	1	0	0
194.0	0	0	0	1
196.0	0	1	0	0
199.0	0	0	0	1
200.0	0	1	0	0
205.0	0	0	0	1
207.0	0	1	0	0
211.0	0	1	0	1

