## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/SCCA1012_merged.bam] OUTPUT=SCCA1012_merged_dedup.bam METRICS_FILE=SCCA1012_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 02 11:26:14 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	11754087	83903394	1073004	11273560	2319366	4382446	373955	0.06173	842226742

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
71.0	10.582279	10	0	9
72.0	10.58313	13	0	14
73.0	10.583901	8	0	15
74.0	10.584598	18	0	11
75.0	10.58523	12	0	11
76.0	10.585801	12	0	10
77.0	10.586318	5	0	7
78.0	10.586786	9	0	6
79.0	10.58721	9	0	12
80.0	10.587594	7	0	5
81.0	10.587941	6	0	6
82.0	10.588256	7	0	9
83.0	10.58854	9	0	8
84.0	10.588798	2	0	6
85.0	10.589031	12	0	10
86.0	10.589242	7	0	6
87.0	10.589433	7	0	5
88.0	10.589606	4	0	4
89.0	10.589762	3	0	2
90.0	10.589904	4	0	5
91.0	10.590032	7	0	7
92.0	10.590148	3	0	3
93.0	10.590253	3	0	1
94.0	10.590348	4	0	5
95.0	10.590434	3	0	2
96.0	10.590512	2	0	4
97.0	10.590583	5	0	5
98.0	10.590647	2	0	3
99.0	10.590705	5	0	3
100.0	10.590757	1	0	3
101.0	0	3	0	1
102.0	0	1	0	0
103.0	0	4	0	5
104.0	0	2	0	2
105.0	0	1	0	2
106.0	0	2	0	1
107.0	0	4	0	7
108.0	0	3	0	1
109.0	0	4	0	2
110.0	0	2	0	2
111.0	0	1	0	1
112.0	0	0	0	1
113.0	0	2	0	4
114.0	0	2	0	1
115.0	0	3	0	1
116.0	0	1	0	1
118.0	0	1	0	2
119.0	0	1	0	1
120.0	0	2	0	2
121.0	0	1	0	1
122.0	0	1	0	0
123.0	0	1	0	1
124.0	0	1	0	1
125.0	0	0	0	1
126.0	0	1	0	0
133.0	0	0	0	1
134.0	0	1	0	0
135.0	0	1	0	2
137.0	0	1	0	0
139.0	0	1	0	2
140.0	0	2	0	1
141.0	0	1	0	1
142.0	0	0	0	1
143.0	0	1	0	0
145.0	0	1	0	1
153.0	0	0	0	1
154.0	0	1	0	0
168.0	0	0	0	1
169.0	0	1	0	0
215.0	0	0	0	1
216.0	0	1	0	0
258.0	0	0	0	1
261.0	0	1	0	0

