## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[../pre_dup_removal/merged/scca0201_merged.bam] OUTPUT=scca0201_merged_dedup.bam METRICS_FILE=scca0201_merged_metrics.txt    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Sep 09 12:58:04 EDT 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	33519310	93830240	11414477	15467052	7185797	5404878	301213	0.081362	825531270

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
118.0	0	2	0	0
119.0	0	0	0	1
120.0	0	0	0	1
121.0	0	3	0	2
122.0	0	1	0	2
123.0	0	2	0	0
124.0	0	1	0	1
126.0	0	1	0	1
127.0	0	0	0	2
128.0	0	3	0	1
129.0	0	2	0	2
130.0	0	1	0	1
131.0	0	1	0	2
132.0	0	1	0	0
134.0	0	1	0	2
135.0	0	2	0	1
136.0	0	1	0	2
137.0	0	1	0	0
140.0	0	0	0	2
141.0	0	1	0	0
142.0	0	2	0	1
143.0	0	0	0	1
144.0	0	1	0	0
145.0	0	1	0	1
148.0	0	1	0	1
153.0	0	1	0	1
158.0	0	1	0	1
162.0	0	0	0	1
163.0	0	1	0	0
169.0	0	1	0	1
174.0	0	0	0	1
175.0	0	1	0	0
188.0	0	1	0	1
189.0	0	0	0	1
190.0	0	1	0	0
212.0	0	1	0	1
220.0	0	0	0	1
221.0	0	1	0	0
226.0	0	1	0	1

