Module	Section	Sample Name	Source
QualiMap	genome_results	scca0551_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0548_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV029_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SQT056_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT034_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT121_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV016_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV029_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1020_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0551_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1012_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV023_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0586_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0540_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT047_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV009_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1017_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1034_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0587_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0539_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0554_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0549_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	JPV023_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1033_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SQT056_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1011_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT017_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_paired_qualimap/genome_results.txt
QualiMap	genome_results	JPV009_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0200_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0540_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1034_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_paired_qualimap/genome_results.txt
QualiMap	genome_results	scaa0503_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0550_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT019_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0561_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1012_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1011_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1020_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scaa0503_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SQT121_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0200_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca1001_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1009_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0506_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0539_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1018_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1018_paired_qualimap/genome_results.txt
QualiMap	genome_results	SQT118_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT118_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0509_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0509_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0549_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0587_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0586_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1033_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca1029_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1029_paired_qualimap/genome_results.txt
QualiMap	genome_results	SCCA1026_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1026_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0509_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0509_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	scca0207_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0207_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SQT047_paired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_paired_qualimap/genome_results.txt
QualiMap	genome_results	scca0561_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_unpaired_qualimap/genome_results.txt
QualiMap	genome_results	SQT034_unpaired	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_unpaired_qualimap/genome_results.txt
QualiMap	coverage_histogram	scca0507_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0507_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1017_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1029_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1029_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT031_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT031_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0583_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0583_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1046_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1046_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT019_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV016_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0201_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0201_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT096_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT096_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV022_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV022_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV022_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV022_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0550_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1001_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1040_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1040_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT017_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0201_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0201_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0548_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1018_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1018_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0507_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0507_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT031_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT031_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0207_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0207_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1046_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1046_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0554_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT096_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT096_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1025_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1025_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1039_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1039_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1040_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1040_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1025_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1025_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0506_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0583_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0583_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT118_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT118_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1026_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1026_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1039_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1039_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0551_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0548_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0548_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV029_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT056_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT034_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT121_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV016_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV016_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV029_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV029_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1020_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0551_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0551_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1012_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV023_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0586_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0586_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0540_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT047_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT047_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV009_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1017_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1034_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0587_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0587_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0539_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0539_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0554_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0554_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0549_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0549_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV023_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV023_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1033_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1033_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT056_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT056_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1011_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT017_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT017_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	JPV009_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/JPV009_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0200_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0540_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0540_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1034_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1034_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scaa0503_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0550_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0550_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT019_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT019_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0561_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0561_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1012_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1012_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1011_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1011_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1020_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1020_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scaa0503_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scaa0503_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SQT121_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SQT121_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0200_paired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0200_paired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca1001_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca1001_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	SCCA1009_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/SCCA1009_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
QualiMap	coverage_histogram	scca0506_unpaired_qualimap	/scratch/user/alex93/squirrel/align/pre_dup_removal/scca0506_unpaired_qualimap/raw_data_qualimapReport/coverage_histogram.txt
