Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned
SCCA1020_unpaired	SCCA1020_unpaired.bam	9225853.0	7264271.0	761248195.0	760480250.0	0.0	0.0	30.7378	0.0107	0.2704	78.73820447822007
SCCA1026_paired	SCCA1026_paired.bam	146575839.0	139529979.0	19047078470.0	19024737012.0	46546.4006	311.0	44.1631	0.0114	6.7653	95.19302768582482
SCCA1026_unpaired	SCCA1026_unpaired.bam	7243451.0	5852895.0	606770535.0	606166999.0	0.0	0.0	30.8058	0.0106	0.2155	80.80257600969483
SCCA1033_paired	SCCA1033_paired.bam	210650849.0	201384939.0	27652766032.0	27619904745.0	74825.3189	304.0	44.6382	0.0109	9.822	95.60129472822585
SCCA1033_unpaired	SCCA1033_unpaired.bam	10688175.0	8743855.0	904635314.0	903720123.0	0.0	0.0	31.2835	0.0102	0.3213	81.80868108914758
SCCA1034_paired	SCCA1034_paired.bam	188914032.0	180048665.0	24629457777.0	24600618763.0	56106.0934	300.0	44.2045	0.011	8.7481	95.3071950737889
SCCA1034_unpaired	SCCA1034_unpaired.bam	9873109.0	8050257.0	840138314.0	839294448.0	0.0	0.0	31.0212	0.0103	0.2984	81.53720373187411
SCCA1040_paired	SCCA1040_paired.bam	181727646.0	172414961.0	23458135023.0	23429561767.0	69825.8787	298.0	44.2916	0.0116	8.3321	94.87547150641021
SCCA1040_unpaired	SCCA1040_unpaired.bam	9110510.0	7312196.0	767368588.0	766562934.0	0.0	0.0	31.1059	0.0108	0.2726	80.2611050314417
SQT017_paired	SQT017_paired.bam	73980513.0	68275468.0	8974567835.0	8964269125.0	40264.0586	250.0	43.9483	0.0108	3.1877	92.28844898655947
SQT017_unpaired	SQT017_unpaired.bam	7353708.0	5846432.0	605269394.0	604666545.0	0.0	0.0	31.1004	0.01	0.215	79.50318397194994
SQT019_paired	SQT019_paired.bam	78561536.0	73432382.0	9759584734.0	9748223289.0	58114.0322	241.0	43.8193	0.0108	3.4665	93.47116380209268
SQT019_unpaired	SQT019_unpaired.bam	10077444.0	8577437.0	878435573.0	877563456.0	0.0	0.0	30.881	0.0099	0.312	85.1152038155707
SQT031_paired	SQT031_paired.bam	76672426.0	71453789.0	9495828691.0	9484457245.0	36660.9976	228.0	44.47	0.0113	3.3728	93.19359348300783
SQT031_unpaired	SQT031_unpaired.bam	17375801.0	15174083.0	1514885770.0	1513367764.0	0.0	0.0	31.0225	0.0102	0.5381	87.32882587686174
SQT034_paired	SQT034_paired.bam	74317821.0	69060253.0	9169755247.0	9158771396.0	25900.818	250.0	44.4264	0.0113	3.257	92.92556222820365
SQT034_unpaired	SQT034_unpaired.bam	8268631.0	6812799.0	707967780.0	707235309.0	0.0	0.0	31.2286	0.0104	0.2515	82.39331275032107
SQT047_paired	SQT047_paired.bam	75587862.0	69886673.0	9240359271.0	9229346276.0	52883.8959	257.0	44.2296	0.0112	3.2821	92.45753372413152
SQT047_unpaired	SQT047_unpaired.bam	6363296.0	4923850.0	508580557.0	508059264.0	0.0	0.0	31.1818	0.0103	0.1806	77.37892438132691
SQT056_paired	SQT056_paired.bam	74513892.0	69240363.0	9154423716.0	9143431030.0	58448.7196	242.0	44.2609	0.0113	3.2516	92.92275727591843
SQT056_unpaired	SQT056_unpaired.bam	8563546.0	7071723.0	731181136.0	730428973.0	0.0	0.0	31.1372	0.0104	0.2597	82.57937774842338
SQT096_paired	SQT096_paired.bam	79195644.0	72985105.0	9661831990.0	9650454974.0	28995.7615	257.0	44.5131	0.0111	3.4318	92.15797904238269
SQT096_unpaired	SQT096_unpaired.bam	6184525.0	4682431.0	489392262.0	488893769.0	0.0	0.0	31.4405	0.0103	0.1738	75.71205549334832
SQT118_paired	SQT118_paired.bam	84685352.0	78641139.0	10412874421.0	10400523719.0	65559.9941	236.0	44.3077	0.0112	3.6985	92.86274089053795
SQT118_unpaired	SQT118_unpaired.bam	9537482.0	7784807.0	807140348.0	806317427.0	0.0	0.0	31.3042	0.0103	0.2867	81.62329428249511
SQT121_paired	SQT121_paired.bam	60104372.0	55575120.0	7322310257.0	7313681300.0	71263.0116	242.0	44.2102	0.0112	2.6008	92.46435517203308
SQT121_unpaired	SQT121_unpaired.bam	5918335.0	4683134.0	484563870.0	484069103.0	0.0	0.0	31.36	0.0103	0.1721	79.12924834434008
scaa0503_paired	scaa0503_paired.bam	69932711.0	64783964.0	8571839037.0	8561607460.0	39912.2765	235.0	44.3921	0.0113	3.0446	92.63756984910823
scaa0503_unpaired	scaa0503_unpaired.bam	10071550.0	8431097.0	864666340.0	863788987.0	0.0	0.0	31.1692	0.0104	0.3071	83.71201056441163
scca0200_paired	scca0200_paired.bam	86701373.0	83177267.0	10988501959.0	10975577222.0	254015.1147	229.0	42.6805	0.0113	3.903	95.93535156588582
scca0200_unpaired	scca0200_unpaired.bam	13432194.0	12168244.0	1206408643.0	1205218698.0	0.0	0.0	30.6173	0.0104	0.4285	90.59014484156498
scca0201_paired	scca0201_paired.bam	86086808.0	82240426.0	10648862989.0	10636679987.0	414056.1264	239.0	41.337	0.011	3.7824	95.53197279657529
scca0201_unpaired	scca0201_unpaired.bam	11347047.0	10159925.0	995607021.0	994637482.0	0.0	0.0	30.368	0.0101	0.3536	89.53805338076066
scca0207_paired	scca0207_paired.bam	79156062.0	75472343.0	10105147344.0	10093680512.0	152251.2116	242.0	43.129	0.0109	3.5892	95.3462578772552
scca0207_unpaired	scca0207_unpaired.bam	10362385.0	9256678.0	924629396.0	923741427.0	0.0	0.0	30.4271	0.0099	0.3284	89.3296089655036
scca0506_paired	scca0506_paired.bam	66860186.0	62042037.0	8155435449.0	8145683542.0	68405.6153	222.0	43.9429	0.0114	2.8967	92.79369489040907
scca0506_unpaired	scca0506_unpaired.bam	12357514.0	10568481.0	1054048757.0	1052985604.0	0.0	0.0	30.8708	0.0104	0.3744	85.5227111213469
scca0507_paired	scca0507_paired.bam	70974921.0	66094694.0	8652639470.0	8642276056.0	127584.9097	211.0	43.6186	0.0113	3.0733	93.12401207181337
scca0507_unpaired	scca0507_unpaired.bam	12063420.0	10351242.0	1070705493.0	1069598261.0	0.0	0.0	31.1735	0.0105	0.3803	85.80686074098391
scca0509_paired	scca0509_paired.bam	74042323.0	68470858.0	9039157993.0	9028421572.0	65678.2787	223.0	44.0997	0.0112	3.2106	92.47529686501056
scca0509_unpaired	scca0509_unpaired.bam	11164116.0	9287343.0	955836908.0	954867390.0	0.0	0.0	31.306	0.0103	0.3395	83.18923773275017
scca0539_paired	scca0539_paired.bam	61085053.0	56571047.0	7461455785.0	7452678466.0	51913.2109	250.0	43.7896	0.0112	2.6502	92.61029371620583
scca0539_unpaired	scca0539_unpaired.bam	6058172.0	4861760.0	499718983.0	499210214.0	0.0	0.0	30.8532	0.0102	0.1775	80.25127051526434
scca0540_paired	scca0540_paired.bam	57897767.0	53829170.0	7131201440.0	7122651265.0	43210.3634	246.0	44.3335	0.0114	2.5329	92.9727911613586
scca0540_unpaired	scca0540_unpaired.bam	6348016.0	5231258.0	542360801.0	541803280.0	0.0	0.0	31.156	0.0105	0.1926	82.40776330746489
scca0548_paired	scca0548_paired.bam	75061918.0	71570436.0	9635216576.0	9624306103.0	55420.2192	232.0	44.0741	0.0109	3.4223	95.34853079560264
scca0548_unpaired	scca0548_unpaired.bam	10312298.0	9282639.0	965585504.0	964637032.0	0.0	0.0	31.1029	0.01	0.343	90.01523229836842
scca0549_paired	scca0549_paired.bam	79152644.0	75375218.0	9921803507.0	9910512587.0	173420.3013	220.0	42.8997	0.0111	3.5241	95.22766921089838
scca0549_unpaired	scca0549_unpaired.bam	11108463.0	10047425.0	1041758777.0	1040723357.0	0.0	0.0	30.8346	0.0102	0.37	90.44838156277785
scca0550_paired	scca0550_paired.bam	70280793.0	67165256.0	8832115546.0	8822191685.0	206516.0601	219.0	42.7635	0.0109	3.1371	95.56701501646403
scca0550_unpaired	scca0550_unpaired.bam	9139751.0	8232384.0	853984107.0	853149076.0	0.0	0.0	31.0352	0.01	0.3033	90.07230065676845
scca0551_paired	scca0551_paired.bam	69240721.0	66360571.0	8738047807.0	8727841666.0	194159.3145	206.0	43.1472	0.0115	3.1037	95.84038126928228
scca0551_unpaired	scca0551_unpaired.bam	13304246.0	12187326.0	1250277098.0	1249008817.0	0.0	0.0	31.0199	0.0105	0.4441	91.6047854196322
scca0554_paired	scca0554_paired.bam	64507518.0	61432138.0	7985626165.0	7976725199.0	304773.5018	227.0	42.0394	0.0107	2.8364	95.2325246803016
scca0554_unpaired	scca0554_unpaired.bam	9351674.0	8190722.0	813889555.0	813117137.0	0.0	0.0	30.494	0.0098	0.2891	87.58562370758433
scca0561_paired	scca0561_paired.bam	71800502.0	68822749.0	8923201037.0	8913088281.0	390263.137	214.0	42.2765	0.0104	3.1694	95.85274069532271
scca0561_unpaired	scca0561_unpaired.bam	14067523.0	12800601.0	1250852504.0	1249663998.0	0.0	0.0	30.6759	0.0095	0.4443	90.99399375426648
scca0583_paired	scca0583_paired.bam	87837813.0	83986652.0	11253842205.0	11240507591.0	155817.3968	230.0	43.6305	0.0114	3.9972	95.61560008330353
scca0583_unpaired	scca0583_unpaired.bam	13661842.0	12284909.0	1235550001.0	1234309213.0	0.0	0.0	30.8114	0.0104	0.4389	89.92132246881496
scca0586_paired	scca0586_paired.bam	81201655.0	77656772.0	9985535310.0	9973919071.0	437517.9299	225.0	41.547	0.0109	3.5468	95.63446951912495
scca0586_unpaired	scca0586_unpaired.bam	13316675.0	12082623.0	1177182137.0	1176021417.0	0.0	0.0	30.3434	0.01	0.4181	90.7330320819574
scca0587_paired	scca0587_paired.bam	91085811.0	86950853.0	11460606261.0	11447364234.0	284022.3798	245.0	41.9597	0.011	4.0707	95.46037088037784
scca0587_unpaired	scca0587_unpaired.bam	10710938.0	9476669.0	940592673.0	939672485.0	0.0	0.0	30.2264	0.01	0.3341	88.47655546134241
scca1001_paired	scca1001_paired.bam	67517323.0	62339974.0	8235943563.0	8226398771.0	32746.261	251.0	43.8536	0.0111	2.9253	92.33182127200156
scca1001_unpaired	scca1001_unpaired.bam	7035764.0	5637568.0	582858135.0	582274376.0	0.0	0.0	30.8548	0.0101	0.207	80.12730387204574
scca1025_paired	scca1025_paired.bam	63849306.0	59250489.0	7852234183.0	7843100242.0	43437.9587	233.0	43.7729	0.011	2.789	92.79738921516234
scca1025_unpaired	scca1025_unpaired.bam	8116385.0	6719913.0	698560968.0	697862415.0	0.0	0.0	30.8624	0.0101	0.2481	82.79440908729687
scca1029_paired	scca1029_paired.bam	66739077.0	61898431.0	8034330614.0	8024783642.0	168687.5351	224.0	43.0465	0.0116	2.8537	92.74690898107566
scca1029_unpaired	scca1029_unpaired.bam	8785498.0	7300852.0	747825011.0	747058748.0	0.0	0.0	30.9163	0.0106	0.2656	83.10117423053309
scca1039_paired	scca1039_paired.bam	59261313.0	54913789.0	7282245143.0	7273589512.0	37195.4237	250.0	44.3457	0.0112	2.5866	92.66380749950646
scca1039_unpaired	scca1039_unpaired.bam	5063213.0	3990505.0	420845834.0	420415082.0	0.0	0.0	31.4008	0.0103	0.1495	78.81369004227157
scca1046_paired	scca1046_paired.bam	67457331.0	62852339.0	8218169588.0	8208690893.0	138196.1596	210.0	43.0994	0.0109	2.919	93.17347435521872
scca1046_unpaired	scca1046_unpaired.bam	12083436.0	10360545.0	1057930728.0	1056880161.0	0.0	0.0	30.8759	0.01	0.3758	85.74171287041203
